year,country_slug,source_pdf,words,testament,unwavering,steadfast,resonate,navigate,foster,harness,beacon,embark,landscape,transformative,crossroads,profound,robust,seamless,bolster,delve,intricate,underscore,showcase,nuanced,multifaceted,tapestry,realm,meticulous,delineate,paramount,myriad,pivotal,sovereignty,cooperation,development,security,peace,dialogue,support,people
2016,bahrain,https://gadebate.un.org/sites/default/files/gastatements/71/71_bh_en_24.pdf,2987,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,16,12,1,5,16
2016,bangladesh,https://gadebate.un.org/sites/default/files/gastatements/71/71_bd_en_24.pdf,1804,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,5,1,4,11
2016,barbados,https://gadebate.un.org/sites/default/files/gastatements/71/71_bb_en_24.pdf,1381,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,3,1,7,2
2016,bhutan,https://gadebate.un.org/sites/default/files/gastatements/71/71_bt_en_24.pdf,1922,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,7,9,0,7,10
2016,bosnia-and-herzegovina,https://gadebate.un.org/sites/default/files/gastatements/71/71_ba_en_24.pdf,1470,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,5,0,3,3
2016,botswana,https://gadebate.un.org/sites/default/files/gastatements/71/71_bw_en_24.pdf,1989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,7,6,0,4,5
2016,brazil,https://gadebate.un.org/sites/default/files/gastatements/71/71_br_en_24.pdf,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,6,8,3,3,0
2016,burundi,https://gadebate.un.org/sites/default/files/gastatements/71/71_bi_en_24.pdf,2219,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,6,6,2
2016,cabo-verde,https://gadebate.un.org/sites/default/files/gastatements/71/71_cv_en_24.pdf,1909,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,5,1,2,1
2016,canada,https://gadebate.un.org/sites/default/files/gastatements/71/71_ca_en_24.pdf,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,11
2016,colombia,https://gadebate.un.org/sites/default/files/gastatements/71/71_co_en.pdf,1462,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,0,4,1
2016,cyprus,https://gadebate.un.org/sites/default/files/gastatements/71/71_cy_en_24.pdf,1886,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,3,0,1,3
2016,denmark,https://gadebate.un.org/sites/default/files/gastatements/71/71_dk_en_24.pdf,1916,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,18,2,3,4,6,13
2016,eritrea,https://gadebate.un.org/sites/default/files/gastatements/71/71_er_en_24.pdf,1085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,11
2016,estonia,https://gadebate.un.org/sites/default/files/gastatements/71/71_ee_en_24.pdf,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,1,1
2016,eswatini,https://gadebate.un.org/sites/default/files/gastatements/71/71_sz_en_24.pdf,2316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,4,0,0,7
2016,ethiopia,https://gadebate.un.org/sites/default/files/gastatements/71/71_et_en_24.pdf,1404,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,5,0,4,10
2016,european-union,https://gadebate.un.org/sites/default/files/gastatements/71/71_eu_en_24.pdf,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,3,4
2016,fiji,https://gadebate.un.org/sites/default/files/gastatements/71/71_fj_en_24.pdf,2208,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,5,14
2016,gambia-republic,https://gadebate.un.org/sites/default/files/gastatements/71/71_gm_en_24.pdf,2330,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,9,1,4,15
2016,georgia,https://gadebate.un.org/sites/default/files/gastatements/71/71_ge_en_24.pdf,2280,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,3,2,1,4,10
2016,ghana,https://gadebate.un.org/sites/default/files/gastatements/71/71_gh_en_24.pdf,3410,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,8,5,1,4,10
2016,greece,https://gadebate.un.org/sites/default/files/gastatements/71/71_gr_en_24.pdf,1526,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,7,1,3,7
2016,grenada,https://gadebate.un.org/sites/default/files/gastatements/71/71_gd_en_24.pdf,2719,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,15,2,4,1,2,7
2016,guinea-bissau,https://gadebate.un.org/sites/default/files/gastatements/71/71_gw_en_24.pdf,1523,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,4,4,6,6
2016,guyana,https://gadebate.un.org/sites/default/files/gastatements/71/71_gy_en_24.pdf,1863,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,2,5,0,2,4
2016,holy-see,https://gadebate.un.org/sites/default/files/gastatements/71/71_va_en_24.pdf,1778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,7,4,1,3
2016,hungary,https://gadebate.un.org/sites/default/files/gastatements/71/71_hu_en_24.pdf,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,2,13
2016,iceland,https://gadebate.un.org/sites/default/files/gastatements/71/71_is_en_24.pdf,1691,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,3,0,2,10
2016,india,https://gadebate.un.org/sites/default/files/gastatements/71/71_in_en_24.pdf,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,0,1
2016,indonesia,https://gadebate.un.org/sites/default/files/gastatements/71/71_id_en_24.pdf,1461,0,0,2,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,5,9,0,2,2
2016,iran-islamic-republic,https://gadebate.un.org/sites/default/files/gastatements/71/71_ir_en_24.pdf,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,4,2,2,6
2016,ireland,https://gadebate.un.org/sites/default/files/gastatements/71/71_ie_en_24.pdf,2513,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,9,1,9,9
2016,israel,https://gadebate.un.org/sites/default/files/gastatements/71/71_il_en_24.pdf,4283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,1,6,11
2016,italy,https://gadebate.un.org/sites/default/files/gastatements/71/71_it_en_24.pdf,1638,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,0,1,4
2016,jamaica,https://gadebate.un.org/sites/default/files/gastatements/71/71_jm_en_24.pdf,2387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,7,4,1,6,2
2016,japan,https://gadebate.un.org/sites/default/files/gastatements/71/71_jp_en_24.pdf,2121,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,11,0,1,3
2016,kazakhstan,https://gadebate.un.org/sites/default/files/gastatements/71/71_kz_en_24.pdf,2307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,7,20,10,5,5,1
2016,kenya,https://gadebate.un.org/sites/default/files/gastatements/71/71_ke_en_24.pdf,2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,11,12,0,8,3
2016,lao-peoples-democratic-republic,https://gadebate.un.org/sites/default/files/gastatements/71/71_la_en_24.pdf,1511,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,1,7,2,6,4
2016,latvia,https://gadebate.un.org/sites/default/files/gastatements/71/71_lv_en_24.pdf,1514,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,12,6,1,10,4
2016,lesotho,https://gadebate.un.org/sites/default/files/gastatements/71/71_ls_en_24.pdf,1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,14,9,8,0,5,7
2016,liberia,https://gadebate.un.org/sites/default/files/gastatements/71/71_lr_en_24.pdf,1296,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,1,3,5
2016,liechtenstein,https://gadebate.un.org/sites/default/files/gastatements/71/71_li_en_24.pdf,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,5
2016,lithuania,https://gadebate.un.org/sites/default/files/gastatements/71/71_lt_en_24.pdf,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2016,madagascar,https://gadebate.un.org/sites/default/files/gastatements/71/71_mg_en_24.pdf,2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2016,malawi,https://gadebate.un.org/sites/default/files/gastatements/71/71_mw_en_24.pdf,1807,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,2,4
2016,malaysia,https://gadebate.un.org/sites/default/files/gastatements/71/71_my_en_24.pdf,1724,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,5,2,0,1,6
2016,malta,https://gadebate.un.org/sites/default/files/gastatements/71/71_mt_en_24.pdf,1830,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,9,14,2,5,7
2016,marshall-islands,https://gadebate.un.org/sites/default/files/gastatements/71/71_mh_en_24.pdf,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,1,1,2,7
2016,mauritius,https://gadebate.un.org/sites/default/files/gastatements/71/71_mu_en_24.pdf,2311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,6,4,5,6,0
2016,micronesia-federated-states,https://gadebate.un.org/sites/default/files/gastatements/71/71_fm_en_24.pdf,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,0,2,4
2016,mongolia,https://gadebate.un.org/sites/default/files/gastatements/71/71_mn_en_24.pdf,2533,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,9,10,2,6,16
2016,montenegro,https://gadebate.un.org/sites/default/files/gastatements/71/71_me_en_24.pdf,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,6,5,0,4,5
2016,mozambique,https://gadebate.un.org/sites/default/files/gastatements/71/71_mz_en_24.pdf,1106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2,4,0,0,2
2016,myanmar,https://gadebate.un.org/sites/default/files/gastatements/71/71_mm_en_24.pdf,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,15,0,1,7
2016,namibia,https://gadebate.un.org/sites/default/files/gastatements/71/71_na_en_24.pdf,1744,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6,3,0,1,11
2016,nauru,https://gadebate.un.org/sites/default/files/gastatements/71/71_nr_en_24.pdf,1651,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,7,3
2016,nepal,https://gadebate.un.org/sites/default/files/gastatements/71/71_np_en_24.pdf,2680,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,8,33,2,6,8
2016,netherlands,https://gadebate.un.org/sites/default/files/gastatements/71/71_nl_en_24.pdf,2540,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,10,13,10,1,6,7
2016,new-zealand,https://gadebate.un.org/sites/default/files/gastatements/71/71_nz_en_24.pdf,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,11,3,0,1,9
2016,nigeria,https://gadebate.un.org/sites/default/files/gastatements/71/71_ng_en_24.pdf,2025,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,8,3,0,8,6
2016,norway,https://gadebate.un.org/sites/default/files/gastatements/71/71_no_en_24.pdf,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,0,3,2
2016,pakistan,https://gadebate.un.org/sites/default/files/gastatements/71/71_pk_en_24.pdf,2020,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,5,3,11
2016,palau,https://gadebate.un.org/sites/default/files/gastatements/71/71_pw_en_24.pdf,1940,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,0,4,1
2016,papua-new-guinea,https://gadebate.un.org/sites/default/files/gastatements/71/71_pg_en_24.pdf,2610,0,0,1,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,28,5,3,1,14,8
2016,philippines,https://gadebate.un.org/sites/default/files/gastatements/71/71_ph_en_24.pdf,2145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,3,9,0,1,21
2016,poland,https://gadebate.un.org/sites/default/files/gastatements/71/71_pl_en_24.pdf,2284,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,3,6,0,2,8
2016,republic-korea,https://gadebate.un.org/sites/default/files/gastatements/71/71_kr_en_24.pdf,1645,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,6,0,0,4
2016,republic-moldova,https://gadebate.un.org/sites/default/files/gastatements/71/71_md_en_24.pdf,2773,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,15,6,0,3,4
2016,rwanda,https://gadebate.un.org/sites/default/files/gastatements/71/71_rw_en_24.pdf,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,2
2016,saint-kitts-and-nevis,https://gadebate.un.org/sites/default/files/gastatements/71/71_kn_en_24.pdf,1643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,0,8,18
2016,saint-lucia,https://gadebate.un.org/sites/default/files/gastatements/71/71_lc_en_24.pdf,1403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,2,5
2016,saint-vincent-and-grenadines,https://gadebate.un.org/sites/default/files/gastatements/71/71_vc_en_24.pdf,2993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,13,4,1,0,4,13
2016,san-marino,https://gadebate.un.org/sites/default/files/gastatements/71/71_sm_en_24.pdf,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,3,7
2016,serbia,https://gadebate.un.org/sites/default/files/gastatements/71/71_rs_en_24.pdf,1796,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,1,4,9
2016,sierra-leone,https://gadebate.un.org/sites/default/files/gastatements/71/71_sl_en_24.pdf,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,0,3,5
2016,slovenia,https://gadebate.un.org/sites/default/files/gastatements/71/71_si_en_24.pdf,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7,3,0,0,1
2016,solomon-islands,https://gadebate.un.org/sites/default/files/gastatements/71/71_sb_en_24.pdf,2419,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,7,1,1,1,6,8
2016,somalia,https://gadebate.un.org/sites/default/files/gastatements/71/71_so_en_24.pdf,2451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,9,5,1,4,25
2016,south-africa,https://gadebate.un.org/sites/default/files/gastatements/71/71_za_en_24.pdf,1802,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,8,7,0,3,6
2016,south-sudan,https://gadebate.un.org/sites/default/files/gastatements/71/71_ss_en_24.pdf,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,10,2,1,6
2016,suriname,https://gadebate.un.org/sites/default/files/gastatements/71/71_sr_en_24.pdf,1408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16,3,9,2,4,7
2016,tajikistan,https://gadebate.un.org/sites/default/files/gastatements/71/71_tj_en_24.pdf,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,7,4,1,8,2
2016,thailand,https://gadebate.un.org/sites/default/files/gastatements/71/71_th_en_24.pdf,1731,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,6,3,1,2,9
2016,trinidad-and-tobago,https://gadebate.un.org/sites/default/files/gastatements/71/71_tt_en_24.pdf,3739,0,0,0,1,0,0,1,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,10,7,0,9,13
2016,turkmenistan,https://gadebate.un.org/sites/default/files/gastatements/71/71_tm_en_24.pdf,2162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,5,4,1,2,1
2016,tuvalu,https://gadebate.un.org/sites/default/files/gastatements/71/71_tv_en_24.pdf,2213,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,6,2,0,5,10
2016,uganda,https://gadebate.un.org/sites/default/files/gastatements/71/71_ug_en_24.pdf,1033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,2,6
2016,ukraine,https://gadebate.un.org/sites/default/files/gastatements/71/71_ua_en_24.pdf,3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,20,7,0,3,11
2016,united-states-america,https://gadebate.un.org/sites/default/files/gastatements/71/71_us_en_24.pdf,5466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,3,34
2016,uzbekistan,https://gadebate.un.org/sites/default/files/gastatements/71/71_uz_en_24.pdf,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,4,3,0,1,4
2016,viet-nam,https://gadebate.un.org/sites/default/files/gastatements/71/71_vn_en_24.pdf,1404,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,8,13,0,1,4
2017,afghanistan,https://gadebate.un.org/sites/default/files/gastatements/72/af_en.pdf,1830,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,7,4,1,9
2017,albania,https://gadebate.un.org/sites/default/files/gastatements/72/al_en.pdf,2040,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,5,2,1,1,7
2017,angola,https://gadebate.un.org/sites/default/files/gastatements/72/ao_en.pdf,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,10,16,4,5,6
2017,antigua-and-barbuda,https://gadebate.un.org/sites/default/files/gastatements/72/ag_en.pdf,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,12
2017,armenia,https://gadebate.un.org/sites/default/files/gastatements/72/am_en.pdf,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,1,14
2017,australia,https://gadebate.un.org/sites/default/files/gastatements/72/au_en.pdf,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,3,0,15,6
2017,austria,https://gadebate.un.org/sites/default/files/gastatements/72/at_en.pdf,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,0,6,7
2017,azerbaijan,https://gadebate.un.org/sites/default/files/gastatements/72/az_en.pdf,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,1,3,3,6
2017,bahamas,https://gadebate.un.org/sites/default/files/gastatements/72/bs_en.pdf,2237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,3,2,1,6,8
2017,bangladesh,https://gadebate.un.org/sites/default/files/gastatements/72/bd_en.pdf,1656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,10,0,3,10
2017,barbados,https://gadebate.un.org/sites/default/files/gastatements/72/bb_en.pdf,2598,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,7,13,2,10,15
2017,belarus,https://gadebate.un.org/sites/default/files/gastatements/72/by_en.pdf,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,4,1,4
2017,belize,https://gadebate.un.org/sites/default/files/gastatements/72/bz_en.pdf,2415,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,16,4,5,1,12,12
2017,bhutan,https://gadebate.un.org/sites/default/files/gastatements/72/bt_en.pdf,1751,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,8,0,5,8
2017,bosnia-and-herzegovina,https://gadebate.un.org/sites/default/files/gastatements/72/ba_en.pdf,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,2,3,12
2017,botswana,https://gadebate.un.org/sites/default/files/gastatements/72/bw_en.pdf,2479,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,23,5,11,0,7,21
2017,brazil,https://gadebate.un.org/sites/default/files/gastatements/72/br_en.pdf,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,3,1,3,4
2017,brunei-darussalam,https://gadebate.un.org/sites/default/files/gastatements/72/bn_en.pdf,1424,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,8,1,1,11
2017,bulgaria,https://gadebate.un.org/sites/default/files/gastatements/72/bg_en.pdf,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,15,2,6,2
2017,cabo-verde,https://gadebate.un.org/sites/default/files/gastatements/72/cv_en.pdf,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,2,5,13
